Id,Title,Labels,Iteration,Iteration Start,Iteration End,Type,Estimate,Current State,Created at,Accepted at,Deadline,Requested By,Description,URL,Other ID,Integration,Owned By,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status,Task,Task Status
134776443,Login,system user module,,,,feature,3,unscheduled,"Nov 22, 2016",,,Teoh Zhang Kuan,"As a user of the system, I should have a username and password so that I can log in into the system to use the functions of the system.",https://www.pivotaltracker.com/story/show/134776443,,,,Let the user key in username and password ,completed,Verify the username and password through database,completed,Prompt error message when username or password is incorrect,not completed,Prompt successful message when the username and password are correct,not completed,Redirect the user to the homepage of the system,not completed
